"","MESQUITE.FLATS.SAND.MF.4B","MESQUITE.FLATS.SAND.MF.5B","MESQUITE.FLATS.SAND.MF.6B","MESQUITE.FLATS.SAND.MF.7B","MESQUITE.FLATS.SAND.MF.8B","MESQUITE.FLATS.SAND.MF.11A","MESQUITE.FLATS.SAND.MF.12A","MESQUITE.FLATS.SAND.MF.13A","MESQUITE.FLATS.SAND.MF.14B","MESQUITE.FLATS.SAND.MF.15A","MESQUITE.FLATS.SAND.MF.16A","MESQUITE.FLATS.SAND.MF.17A","MESQUITE.FLATS.SAND.MF.18B","MESQUITE.FLATS.SAND.MF.19A","MESQUITE.FLATS.SAND.MF.20A","MESQUITE.FLATS.SAND.MF.27B","MESQUITE.FLATS.SAND.MF.28A","MESQUITE.FLATS.SAND.MF.30A","MESQUITE.FLATS.SAND.MF.31B","MESQUITE.FLATS.SAND.MF.33A","EUREKA.SAND.ED.01A","EUREKA.SAND.ED.02B","EUREKA.SAND.ED.03A","EUREKA.SAND.ED.04A","EUREKA.SAND.ED.05A","EUREKA.SAND.ED.06A","EUREKA.SAND.ED.08A","EUREKA.SAND.ED.09A","EUREKA.SAND.ED.10A","EUREKA.SAND.ED.11A","EUREKA.SAND.ED.12A","EUREKA.SAND.ED.13A","EUREKA.SAND.ED.14B","EUREKA.SAND.ED.15B","EUREKA.SAND.ED.16A","EUREKA.SAND.ED.17B","EUREKA.SAND.ED.18A","EUREKA.SAND.ED.19A","EUREKA.SAND.ED.20A","EUREKA.SAND.ED.21A","EUREKA.SAND.ED.22A","EUREKA.SAND.ED.23A","EUREKA.SAND.ED.24A","EUREKA.SAND.ED.33A","IBEX.SAND.IX.1B","IBEX.SAND.IX.2A","IBEX.SAND.IX.3A","IBEX.SAND.IX.4B","IBEX.SAND.IX.5A","IBEX.SAND.IX.6A","IBEX.SAND.IX.7A","IBEX.SAND.IX.8A","IBEX.SAND.IX.9A","IBEX.SAND.IX.10A","IBEX.SAND.IX.10CM.A","IBEX.SAND.IX.2OCM.B","IBEX.SAND.IX.3OCM.A","IBEX.SAND.IX.40CM.A","IBEX.SAND.IX.50CM.A","IBEX.SAND.IX.60CM.A","IBEX.SAND.IX.70CM.A","IBEX.SAND.IX.80CM.A"
"Zotu460",450,1,2,1,2,0,0,1,0,0,0,0,1,0,2,2,10,0,0,3,2,0,4,0,1,0,3,3,0,2,1,2,0,0,0,1,27,0,0,1,0,1,0,0,0,0,0,0,0,1,41,24,2,31,0,0,0,2,0,1,2,17
"Zotu44",654,29,36,110,25,98,2031,16,47,594,48,24,11,43,66,44,131,45,14,19,26,26,24,13,20,22,23,15,16,28,11,1,1,3,2,2,51,63,1,0,1,3,1,5,0,7,1,1,3,1,2,49,124,56,0,1,0,2,0,0,3,9
"Zotu1186",2,1,16,3,0,1,1,0,21,0,1,0,0,0,31,1,6,0,0,0,2,0,1,0,1,2,2,0,0,11,2,0,0,0,0,3,0,0,1,1,1,0,3,0,2,0,1,1,2,2,1,65,0,52,0,0,1,0,0,0,0,0
"Zotu166",281,123,110,5,8,5,109,144,49,184,8,172,9,55,19,2,5,34,7,12,6,6,3,7,10,9,3,10,7,7,3,5,5,0,4,4,1,3,0,2,3,2,7,3,1,2,98,2,2,3,187,11,5,28,3,6,0,2,1,2,104,123
"Zotu542",180,1,4,1,2,2,21,1,0,6,0,1,0,16,16,2,18,2,1,9,33,1,3,2,1,3,1,4,20,1,2,2,2,4,0,0,2,3,2,1,1,5,3,0,2,2,81,5,3,4,3,18,12,86,3,4,1,0,1,1,2,96
"Zotu1707",156,1,1,1,0,2,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1141",235,1,2,1,2,0,3,1,0,1,1,1,0,1,1,1,11,1,0,5,0,0,3,0,0,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu109",26,8,12,5,10,53,58,17,8,6,10,18,17,14,6,1719,15,9,5,15,18,13,8,14,8,11,13,10,28,30,16,1,0,0,0,0,20,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"Zotu2256",108,1,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu29",41,34,73,12,8,43,64,74,34,112,39,12,8,57,21,214,217,18,17,15,106,208,16,15,217,50,228,226,122,211,152,286,168,124,348,30,318,274,95,280,10,145,89,81,110,52,90,158,130,18,91,51,81,38,6,10,8,18,10,11,10,80
"Zotu18",63,187,150,31,40,30,28,153,122,167,62,124,10,180,241,27,111,31,16,22,615,267,229,439,18,117,128,63,229,705,281,355,585,249,18,16,209,593,19,244,7,183,590,23,42,14,10,11,15,10,5,146,57,124,16,10,15,9,15,13,11,22
"Zotu83",273,46,48,68,8,11,185,195,44,334,8,42,10,48,44,6,30,31,33,16,46,9,11,4,8,15,12,12,72,30,9,9,11,5,7,4,4,11,6,40,5,4,3,55,71,115,297,167,4,5,132,54,78,63,3,8,3,8,2,12,43,50
"Zotu280",9,31,40,4,4,7,5,117,169,2,97,42,3,45,45,2,4,118,69,1,6,94,8,4,5,2,6,4,12,5,4,2,1,2,2,2,1,0,2,1,1,1,0,0,2,4,57,178,0,1,11,0,1,1,0,0,1,2,0,2,1,0
"Zotu3014",5,1,0,5,10,0,0,0,0,0,1,1,0,0,0,0,40,1,1,1,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5707",138,2,0,0,0,0,1,2,0,1,0,12,0,0,2,1,0,0,0,2,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1440",153,0,1,1,2,1,1,0,0,0,0,1,0,1,2,3,0,1,1,3,0,3,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu287",67,5,18,1,7,2,12,9,0,2,3,7,5,4,2,7,10,1,2,3,22,63,1,102,4,2,35,94,3,122,3,149,4,52,3,5,20,25,9,55,197,3,1,1,4,2,1,3,5,2,23,30,26,35,2,3,2,2,2,3,1,7
"Zotu64",13,19,40,33,19,8,27,9,10,53,7,43,7,14,8,8,89,9,6,10,20,104,14,37,302,5,22,484,114,177,188,132,158,143,174,75,240,200,90,296,9,58,105,50,8,11,13,8,2,9,2,26,5,11,5,1,10,9,5,6,6,7
"Zotu2417",2,2,0,2,0,0,1,24,0,1,1,0,1,0,4,1,9,0,0,0,14,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,20,3,0,0,0,0,0,0,0,2
"Zotu33",21,87,248,16,20,19,14,87,1019,13,19,309,16,314,256,10,24,23,16,10,519,13,20,8,20,19,29,27,23,23,11,14,17,19,19,14,25,31,14,13,10,13,102,28,316,18,17,19,15,17,200,683,317,1142,10,11,13,9,9,24,35,79
"Zotu315",3,2,9,1,6,1,3,3,0,3,2,4,2,2,3,1,5,3,1,2,3,1,3,1,0,2,7,7,73,92,47,13,84,117,2,125,86,59,116,35,2,20,90,6,5,4,4,3,6,3,7,3,5,2,2,3,4,4,1,8,4,0
"Zotu17",9,22,76,13,20,13,12,56,38,8,64,70,19,74,29,15,16,13,37,12,8,149,17,6,9,13,315,1116,535,562,290,580,17,312,151,10,471,473,91,478,68,320,194,19,19,19,16,13,13,19,29,100,65,67,23,12,53,19,21,12,122,30
"Zotu471",4,143,10,4,4,2,172,6,29,14,2,149,8,47,21,1,16,5,2,1,8,5,5,4,9,1,7,2,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Zotu1645",157,3,1,0,0,0,2,0,0,0,0,2,2,0,0,1,1,1,1,2,1,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu189",111,3,1,1,1,2,5,1,2,3,1,4,2,3,4,2,4,1,1,1,2,183,1,136,0,74,2,3,1,3,1,6,4,8,6,4,7,5,872,4,15,7,5,3,10,2,3,4,2,6,2,6,4,2,8,0,0,6,6,2,6,11
"Zotu46",115,495,313,57,45,12,17,183,114,9,84,166,20,137,125,15,22,150,57,12,79,14,35,7,16,45,8,158,52,224,15,163,104,88,18,8,137,155,104,154,15,288,19,14,10,50,95,37,10,19,101,52,129,142,358,43,29,161,11,13,16,97
"Zotu907",9,2,17,2,2,119,18,1,1,57,7,1,0,1,0,153,1,4,1,1,7,2,0,2,1,2,0,4,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zotu45",3,113,128,34,21,8,42,109,58,104,56,235,9,99,189,22,121,12,9,11,137,9,15,8,11,6,9,129,198,329,8,7,7,126,8,406,8,17,15,7,10,10,7,5,228,6,6,6,157,3,7,268,312,176,10,6,7,6,6,4,27,291
"Zotu330",7,5,5,0,1,0,148,40,48,101,1,2,2,26,11,5,5,4,0,3,4,2,3,0,3,1,2,3,2,2,1,1,1,3,1,0,0,0,0,2,0,0,0,1,0,3,117,51,184,1,55,3,0,1,2,0,1,4,1,1,72,3
"Zotu2866",1,0,9,1,3,1,0,2,0,2,37,0,0,2,1,4,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu814",145,13,0,2,1,2,34,34,2,15,1,54,2,0,3,3,4,1,0,1,2,4,6,1,0,6,2,1,3,4,1,1,0,0,0,0,0,0,1,0,0,0,1,3,2,0,1,1,1,1,0,3,1,1,1,1,0,1,0,0,108,0
"Zotu394",215,1,1,1,0,1,0,0,0,0,0,2,0,0,2,3,1,0,1,0,0,0,2,0,0,0,0,0,1,1,1,6,8,3,6,8,187,1058,42,3,7,9,7,3,5,8,9,5,7,206,8,8,5,14,6,2,2,10,2,4,4,7
"Zotu1980",1,0,1,0,1,1,1,0,0,1,0,0,0,0,8,0,1,0,0,0,55,1,0,1,0,0,0,0,1,0,0,1,0,0,63,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
"Zotu75",10,73,206,5,10,10,59,248,29,8,9,41,7,15,156,2,33,4,0,9,548,7,12,11,16,70,10,9,6,21,11,11,6,120,7,12,13,6,4,17,7,10,164,9,101,8,6,10,4,14,112,416,137,195,3,6,7,4,6,9,41,146
"Zotu1360",132,0,0,0,1,12,1,2,0,1,15,0,0,1,1,0,3,2,0,1,0,0,2,3,0,1,0,0,1,0,31,0,0,1,0,0,0,0,0,19,0,0,1,0,1,0,0,0,17,35,0,0,0,1,0,0,0,0,0,0,0,1
"Zotu35",21,20,17,29,21,21,25,33,10,18,16,17,24,17,19,4069,23,20,16,19,19,18,10,10,20,25,30,28,26,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1138",2,20,15,8,2,0,15,2,0,3,0,1,0,8,11,1,45,0,1,2,40,1,1,0,1,0,0,1,10,1,0,0,0,1,0,1,1,1,0,13,0,0,1,36,2,0,1,33,0,0,26,8,0,0,2,3,0,0,1,1,0,7
"Zotu3208",1,5,1,12,2,0,1,0,1,0,0,0,0,0,0,1,5,0,0,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,1,0,1,2,7,0,29,0,0,1,1,8,0,0,6
"Zotu3924",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu179",320,31,26,1,7,7,10,87,9,6,4,7,3,66,54,6,14,7,2,7,306,8,6,7,6,18,8,42,110,201,11,1,42,3,1,3,2,33,33,4,6,3,2,5,4,1,2,27,5,9,50,79,18,38,3,0,1,6,2,1,1,65
"Zotu693",3,28,4,3,1,1,173,1,11,120,0,1,3,4,2,1,2,0,0,4,0,1,5,2,1,0,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu291",4,26,20,11,14,26,48,1,38,36,3,1,3,90,30,13,38,5,1,2,86,46,4,3,4,7,0,0,26,4,158,0,1,1,78,2,1,1,2,4,2,2,0,2,2,2,73,60,3,2,2,31,32,37,2,0,2,1,1,14,16,57
"Zotu4787",2,0,2,2,112,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Zotu2898",1,0,15,0,9,1,0,0,8,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,10,21,0
"Zotu27",21,142,42,12,12,15,18,132,222,75,417,94,10,155,30,14,7,10,253,14,16,12,15,4,20,29,253,95,53,87,7,17,20,34,19,48,141,285,91,249,15,380,14,8,12,370,314,215,243,862,163,17,10,18,8,10,5,7,10,15,10,26
"Zotu2601",5,0,5,0,4,0,0,0,1,0,1,0,0,5,0,1,6,0,0,1,8,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,2,36,0,0,0,1,0,1,9,1,1,0,0,0,0,1,1,0,6
"Zotu1546",180,0,1,2,0,1,0,0,0,1,0,2,1,0,1,1,0,3,1,0,1,1,1,0,0,0,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu405",197,1,2,3,4,3,4,15,11,1,0,3,3,1,1,2,0,1,1,2,2,257,2,0,2,1,4,2,1,4,79,0,119,0,0,0,0,0,1,0,1,0,0,18,45,0,0,0,0,0,2,1,3,0,1,0,0,0,0,1,11,0
"Zotu5819",2,0,2,12,0,0,0,0,1,0,17,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,6,0,1,3,0,0,0,0,0,0,5
"Zotu93",247,73,99,39,15,14,135,142,123,244,5,97,13,323,110,9,38,69,8,14,17,13,15,9,12,15,21,14,15,16,13,5,5,3,3,5,6,3,4,7,2,2,11,4,75,1,63,5,4,1,81,92,35,99,4,5,1,2,2,1,15,103
"Zotu641",3,14,14,0,2,4,2,1,31,1,44,3,1,2,12,0,1,45,13,3,1,1,3,5,2,2,0,1,61,6,1,2,1,1,0,12,45,16,54,37,1,21,1,0,3,1,0,1,0,4,0,2,1,1,0,2,22,3,0,2,0,0
"Zotu305",341,2,3,0,0,2,1,2,3,2,1,3,2,4,1,5,3,42,1,5,7,3,4,2,0,2,1,1,0,1,76,3,21,9,3,4,3,8,570,3,3,4,4,3,8,0,2,2,4,2,5,6,5,4,5,0,4,3,1,3,3,12
"Zotu110",163,4,8,7,7,6,10,4,19,6,24,7,6,15,1,1,7,129,33,4,15,3,349,4,4,6,1,48,4,12,213,4,177,2,72,305,5,64,9,53,3,62,1,3,1,1,55,100,1,5,1,4,50,39,10,13,6,150,2,4,5,7
"Zotu233",3,6,20,0,1,4,5,13,41,53,21,16,2,10,10,1,1,28,26,2,3,88,2,164,4,2,3,47,3,29,0,4,31,45,0,46,47,77,187,126,110,28,7,2,4,3,2,74,28,2,4,8,3,2,3,2,2,3,10,3,3,5
"Zotu295",2,23,5,1,4,4,2,1,1,0,1,0,3,22,6,2,2,2,6,5,0,5,0,0,2,6,106,32,38,56,56,5,1,3,2,232,55,33,34,17,2,351,1,3,3,2,2,5,3,4,0,3,0,7,6,2,6,2,3,2,3,1
"Zotu155",5,34,64,17,5,19,4,92,278,45,310,14,3,129,34,6,5,84,448,169,4,10,4,2,5,8,12,12,8,12,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu568",10,5,12,26,56,16,139,2,3,24,0,3,2,5,3,2,56,4,2,2,2,1,1,1,2,0,3,4,2,3,1,1,2,0,0,1,3,0,2,0,0,0,0,7,113,72,1,1,1,0,0,3,0,1,0,2,0,0,0,9,5,0
"Zotu3311",26,11,0,0,2,18,1,0,0,0,1,0,0,0,0,0,2,2,0,1,9,0,1,0,2,0,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,2,1,1,12,0,0,1,1,0,0,14,1,0,0,0,1,1,1,0,0,11
"Zotu82",42,44,109,20,18,41,29,198,12,6,13,67,9,67,101,12,47,10,4,8,816,15,11,142,214,12,20,43,37,540,18,2,2,52,3,2,0,19,2,4,1,40,5,5,2,1,5,7,3,3,78,42,88,25,3,1,3,2,3,0,2,5
"Zotu1444",118,0,1,0,1,32,9,19,0,1,0,4,0,3,0,0,1,1,1,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2457",104,0,0,3,0,2,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,3,2,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu387",3,0,0,3,3,1,2,5,0,5,2,1,0,3,2,1,1,0,1,3,2,300,2,4,2,0,3,2,107,47,154,1,0,1,0,0,39,24,1,0,0,0,0,1,0,1,2,0,0,1,2,16,21,1,2,0,0,1,1,1,2,0
"Zotu165",5,1,55,1,4,2,2,1,3,2,51,54,0,11,23,2,1,49,78,0,2,2,0,3,1,1,1,2,12,3,2,7,10,8,5,12,6,7,9,11,1,8,3,4,5,13,45,7,4,9,18,9,10,3,127,180,173,229,235,206,81,33
"Zotu19",11,54,137,10,17,17,9,248,149,9,27,95,8,99,71,5,10,185,67,199,21,58,7,24,8,92,99,257,177,102,308,85,166,120,98,190,140,76,138,69,11,10,27,13,14,375,1119,683,309,495,272,21,25,22,24,24,73,63,140,513,269,34
"Zotu2891",120,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu20",30,30,175,17,26,14,15,79,155,10,32,143,5,50,155,11,14,785,13,23,15,91,20,12,0,7,266,578,20,96,116,110,201,313,389,130,143,105,64,283,95,255,106,34,75,38,415,80,275,931,534,172,548,360,20,15,25,13,16,34,25,38
"Zotu5218",1,0,0,1,26,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu3087",1,0,1,0,59,1,1,0,0,1,0,0,1,0,0,2,1,0,0,2,1,1,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2411",62,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5069",1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu81",21,326,96,16,6,12,79,330,34,139,9,76,11,954,71,17,15,11,9,11,20,10,14,14,11,34,21,13,6,19,11,1,4,6,0,0,2,5,4,10,7,1,3,8,12,5,101,2,6,6,58,52,60,162,1,1,0,0,2,1,22,38
"Zotu4",71,1367,822,78,65,95,807,766,414,115,264,690,68,1319,2305,49,216,197,39,78,1229,234,246,391,649,341,297,534,292,1025,62,504,200,435,989,43,683,501,239,957,418,2368,255,58,618,54,51,189,60,107,566,2299,595,1490,36,32,28,41,40,41,126,813
"Zotu2310",79,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2511",4,0,0,36,8,1,9,1,0,1,1,1,1,0,0,0,27,2,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Zotu23",7,15,12,7,7,9,19,11,6,12,9,9,21,12,10,10,8,7,3,4,27,11,16,699,1320,12,6,481,291,443,249,13,174,225,14,9,593,235,14,924,16,58,15,7,9,9,3,10,16,17,7,14,8,14,10,3,11,4,4,7,7,13
"Zotu30",20,209,800,88,17,15,63,390,78,15,115,259,14,109,279,13,59,21,9,211,300,8,31,277,18,74,20,18,113,104,16,8,318,155,94,11,77,117,56,45,8,188,118,15,114,10,9,20,11,16,168,323,136,194,11,3,3,5,11,13,96,176
"Zotu50",12,266,91,15,9,6,49,745,77,156,6,50,18,145,43,16,21,10,4,10,184,11,11,11,280,15,16,58,65,233,16,5,5,55,67,6,87,198,55,109,8,123,4,7,5,4,5,8,157,11,3,74,35,5,5,0,5,4,4,3,3,75
"Zotu478",3,5,1,0,1,1,0,1,0,2,0,3,1,0,0,1,2,3,0,0,0,1,1,0,2,2,138,152,0,1,2,1,6,3,1,211,51,0,36,0,0,31,1,3,1,0,2,0,0,3,3,0,1,1,2,1,3,1,0,3,0,0
"Zotu31",17,502,97,8,13,35,38,639,192,45,111,128,10,150,57,20,18,635,81,10,22,5,27,5,319,117,8,14,144,100,15,376,10,84,205,4,214,115,161,88,207,142,18,3,7,8,13,85,200,16,53,16,48,63,4,2,3,4,7,10,5,8
"Zotu4825",2,0,0,0,0,0,36,0,0,2,0,0,0,0,0,1,12,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu450",5,164,39,5,9,3,2,27,24,3,28,6,5,27,19,5,4,8,19,7,14,6,5,3,4,98,74,12,52,86,3,2,0,63,50,3,6,2,2,1,0,104,3,2,3,0,1,2,4,0,3,13,38,34,16,8,0,3,2,2,1,10
"Zotu1096",3,3,3,0,7,1,1,0,12,2,0,1,3,0,7,0,0,4,0,3,2,1,262,0,6,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4108",2,0,0,2,33,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu652",5,2,3,3,65,339,0,2,11,7,1,2,5,2,13,5,2,0,2,4,3,0,6,0,3,1,0,2,2,3,1,0,0,0,0,0,0,0,0,32,1,0,1,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0
"Zotu310",2,2,4,7,0,2,6,0,1,1,0,1,4,0,5,0,2,0,0,3,3,3,2,1,1,8,7,0,163,96,4,2,6,128,3,5,60,150,2,24,6,78,270,4,2,4,3,0,4,3,1,24,1,4,4,1,0,2,2,3,3,4
"Zotu25",25,66,116,9,20,23,10,202,310,26,493,61,9,204,82,12,16,198,414,492,5,10,15,4,9,7,151,156,13,11,10,18,11,85,15,22,5,21,32,49,2,132,99,13,12,379,235,209,178,335,235,14,16,9,8,143,1030,74,9,27,37,7
"Zotu203",17,8,6,467,553,5,5,12,5,3,8,13,4,9,2,6,31,75,3,13,9,2,7,2,7,5,13,12,12,6,10,0,1,0,2,0,1,1,1,0,0,1,0,2,1,2,0,2,0,2,1,0,1,1,5,0,1,26,15,19,14,7
"Zotu56",20,150,179,96,164,53,16,100,155,29,284,304,14,181,285,17,81,154,836,23,23,19,17,16,15,18,12,11,27,20,16,3,0,8,2,3,3,3,2,4,2,4,5,0,291,7,3,2,3,7,6,42,66,53,4,4,52,3,54,116,41,80
"Zotu119",7,3,40,5,6,5,3,40,89,9,71,60,4,27,44,5,19,56,35,6,14,109,189,3,1,3,2,20,94,18,7,5,4,61,34,4,3,48,9,7,2,42,79,14,5,6,27,48,14,142,134,14,7,21,4,5,9,2,14,174,344,54
"Zotu199",4,9,32,1322,0,4,12,5,3,9,8,9,15,5,13,4,8,9,7,6,9,6,14,5,5,8,10,10,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,14
"Zotu3517",1,1,0,0,0,2,0,0,0,0,0,43,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu587",1,4,7,1,5,3,4,2,1,0,5,1,2,2,2,2,0,1,1,4,31,1,0,3,251,1,2,1,20,47,2,0,0,1,0,1,0,2,1,1,2,0,2,1,2,0,0,1,0,1,0,22,16,23,0,1,0,0,1,1,1,27
"Zotu1027",2,1,4,1,0,0,2,0,0,1,1,1,2,2,0,0,1,2,2,2,1,0,291,1,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu79",12,45,25,3,3,4,11,6,32,5,6,6,7,47,20,1,34,3,18,1,7,245,3,2,215,61,3,101,156,120,216,263,256,7,172,3,24,150,288,205,7,96,54,7,6,8,11,9,1,5,12,9,4,5,7,8,4,4,5,2,6,10
"Zotu961",2,0,0,0,1,0,1,1,2,1,1,1,0,0,1,2,0,0,2,1,0,265,2,1,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu706",7,0,38,21,9,2,8,4,2,10,1,5,1,26,9,2,43,2,2,3,19,1,297,1,2,1,1,0,2,21,1,0,51,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,6,0,9,0,1,0,0,0,0,1,0
"Zotu36",15,27,23,9,12,17,11,41,31,15,99,39,929,37,9,8,14,107,8,151,19,46,371,376,6,84,73,12,16,24,9,215,21,146,229,268,105,89,153,84,80,110,76,5,33,6,4,169,100,400,99,12,13,45,13,15,9,8,20,20,19,14
